cooling	deck	dishwasher	heating	last sold	laundry	num_rooms	refridg	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore
				1		6		0	8		6.33333333333	Condo For Sale	277700	273000.0		640 E 76th Ave APT 2, Anchorage, AK99518	3		1733	1999			http://www.zillow.com/homedetails/640-E-76th-Ave-APT-2-Anchorage-AK-99518/35723931_zpid/		0	61
											8.66666666667	House For Sale	539900	516000.0		13134 Rosser Dr, Eagle River, AK99577	4		3316	2014	10,018		http://www.zillow.com/homedetails/13134-Rosser-Dr-Eagle-River-AK-99577/2105731928_zpid/		0	1
											6.0	House For Sale	258500	251000.0		1968 Hilton Ave, Fairbanks, AK99701	4	4	2644	1968	10,890	RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/1968-Hilton-Ave-Fairbanks-AK-99701/2105750378_zpid/		0	37
												House For Sale	750000			101 Pilot Ln, Port Alsworth, AK99653	4	5	2210	2006	65340.0		http://www.zillow.com/homedetails/101-Pilot-Ln-Port-Alsworth-AK-99653/2105752307_zpid/		0	0
											8.66666666667	Apartment For Sale	75000			209 Nordic Dr S, Petersburg, AK99833		3		1960	8,276	Petersburg Properties, LLC	http://www.zillow.com/homedetails/209-Nordic-Dr-S-Petersburg-AK-99833/2105752322_zpid/		0	66
											7.0	House For Sale	185000	153000.0		66503 Missionary Way, Ninilchik, AK99639	2	1		1988	34848.0	Bay Realty	http://www.zillow.com/homedetails/66503-Missionary-Way-Ninilchik-AK-99639/2105759567_zpid/		0	15
											8.66666666667	Apartment For Sale	179000			207 S Nordic Dr, Petersburg, AK99833	2	2	1175	1960	6,534	Petersburg Properties, LLC	http://www.zillow.com/homedetails/207-S-Nordic-Dr-Petersburg-AK-99833/2105759570_zpid/		0	66
			1	1		1		0	0		8.33333333333	For Sale by Owner	439900	396000.0		2523 Sunset Dr, Juneau, AK99801	6	4	3320	1961	15681.6		http://www.zillow.com/homedetails/2523-Sunset-Dr-Juneau-AK-99801/74508699_zpid/		0	54
1		1	1		1	0		0	3		6.0	House For Sale	330000	334000.0		2451 Tulane St, Anchorage, AK99504	4	2	2219	1976	7,840	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/2451-Tulane-St-Anchorage-AK-99504/16298_zpid/		0	24
											9.33333333333	Lot/Land For Sale	875000			1265 S Oat St, Wasilla, AK99654					200376.0	Jack White Real Estate	http://www.zillow.com/homedetails/1265-S-Oat-St-Wasilla-AK-99654/2105791339_zpid/		0	6
											7.66666666667	Lot/Land For Sale	895000			1481 E Patty Dr, Wasilla, AK99654					1742400.0	Jack White Real Estate	http://www.zillow.com/homedetails/1481-E-Patty-Dr-Wasilla-AK-99654/2105791322_zpid/		0	0
		1	1	1	1	8		0	2		8.66666666667	House For Sale	411000	419000.0		13088 Curry Ridge Cir, Eagle River, AK99577	4	3	2180	2010	6,969	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/13088-Curry-Ridge-Cir-Eagle-River-AK-99577/112374710_zpid/	1	0	28
			1								8.33333333333	House For Sale	325000	303000.0		1290 N Tranquility Ln, Palmer, AK99645	3	2	2736	1978	77101.2	Valley Market Real Estate	http://www.zillow.com/homedetails/1290-N-Tranquility-Ln-Palmer-AK-99645/84148096_zpid/		0	6
											7.0	House For Sale	339800	288000.0		21045 Starlight St, Ninilchik, AK99639	3	2	1561	1965	340639.2	Bay Realty	http://www.zillow.com/homedetails/21045-Starlight-St-Ninilchik-AK-99639/2105809252_zpid/		0	0
1				1		5		0	9		5.0	Foreclosure	186700	198000.0		2425 Duncanshire Pl # 9, Anchorage, AK99504	3	2	1353	2003	2,178	Herrington and Company	http://www.zillow.com/homedetails/2425-Duncanshire-Pl-9-Anchorage-AK-99504/63254006_zpid/		0	40
1		1	1	1	1	7		0	1		7.0	House For Sale	276000	254000.0		3710 E 65th Ave, Anchorage, AK99507	4	1	1352	1983	7,405	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/3710-E-65th-Ave-Anchorage-AK-99507/39029_zpid/		0	21
	1	1	1		1				1		6.33333333333	Townhouse For Sale	199900			3113 W 42nd Ave, Anchorage, AK99517	2	2	1370	1983		CENTURY 21 North Homes Realty	http://www.zillow.com/homedetails/3113-W-42nd-Ave-Anchorage-AK-99517/2105817772_zpid/		0	45
												Apartment For Sale	250000	263000.0		7152 S Hood Ct, Wasilla, AK99623	6	4	2400	1998	73180.8	Valley Market Real Estate	http://www.zillow.com/homedetails/7152-S-Hood-Ct-Wasilla-AK-99623/2113701052_zpid/		0	0
			1						1		9.33333333333	House For Sale	389900	369000.0		1951 S Creekside Dr, Wasilla, AK99654	4	4	3135	2002	106286.4	Alaska Dream Makers	http://www.zillow.com/homedetails/1951-S-Creekside-Dr-Wasilla-AK-99654/74523828_zpid/		0	1
1		1	1		1	7		0	0	1	6.0	Condo For Sale	145000	146000.0		5687 Denali St APT A, Anchorage, AK99518	2	2		2002	950	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/5687-Denali-St-APT-A-Anchorage-AK-99518/2136376237_zpid/	1	0	43
		1	1		1						8.0	House For Sale	999000	1440000.0		2915 Bay View Dr, Kodiak, AK99615	4	5	5608	1998	57063.6	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/2915-Bay-View-Dr-Kodiak-AK-99615/2118403968_zpid/		0	0
											9.0	House For Sale	269000	284000.0		44335 Domina Ave, Soldotna, AK99669	4		2912	1958	74923.2		http://www.zillow.com/homedetails/44335-Domina-Ave-Soldotna-AK-99669/2105871872_zpid/		0	3
			1					5			8.33333333333	House For Sale	449000	424000.0		19555 Glacier Hwy, Juneau, AK99801	1		1801	1977	33541.2	EXIT Realty of Juneau	http://www.zillow.com/homedetails/19555-Glacier-Hwy-Juneau-AK-99801/74513001_zpid/		0	0
											8.66666666667	Condo For Sale	445000			22 Sing Lee Aly, Petersburg, AK99833	3	3	3000	1995		Petersburg Properties, LLC	http://www.zillow.com/homedetails/22-Sing-Lee-Aly-Petersburg-AK-99833/2105880315_zpid/		0	55
											8.66666666667	Lot/Land For Sale	68000			MI 179 Mitkof Hwy, Petersburg, AK99833					55321.2	Petersburg Properties, LLC	http://www.zillow.com/homedetails/MI-179-Mitkof-Hwy-Petersburg-AK-99833/2105880328_zpid/		0	0
												Lot/Land For Sale	35000			41 Mile Elliott Hwy, Livengood, AK99710					579348.0	Coldwell Banker Gold Country	http://www.zillow.com/homedetails/41-Mile-Elliott-Hwy-Livengood-AK-99710/2105884258_zpid/		0	0
								0	0		9.33333333333	House For Sale	275000	249000.0		151 Shady Ln, Soldotna, AK99669	4		2160	1960	23522.4		http://www.zillow.com/homedetails/151-Shady-Ln-Soldotna-AK-99669/74517068_zpid/		0	52
											8.66666666667	Lot/Land For Sale	195000			D014 Clark-wolverine Rd, Palmer, AK99645					400752.0	Valley Market Real Estate	http://www.zillow.com/homedetails/D014-Clark-wolverine-Rd-Palmer-AK-99645/2105894911_zpid/		0	Not available
											9.33333333333	Lot/Land For Sale	154500			L14 B6 Manorwood Pointe Cir, Anchorage, AK99516					25700.4	Jack White Real Estate	http://www.zillow.com/homedetails/L14-B6-Manorwood-Pointe-Cir-Anchorage-AK-99516/2105894890_zpid/		0	6
											9.33333333333	Lot/Land For Sale	149500			L15 B6 Manorwood Pointe Cir, Anchorage, AK99516					26571.6	Jack White Real Estate	http://www.zillow.com/homedetails/L15-B6-Manorwood-Pointe-Cir-Anchorage-AK-99516/2105894903_zpid/		0	6
											9.33333333333	Lot/Land For Sale	129500			L5 B7 Prominence Pointe Dr, Anchorage, AK99516					23522.4	Jack White Real Estate	http://www.zillow.com/homedetails/L5-B7-Prominence-Pointe-Dr-Anchorage-AK-99516/2105894912_zpid/		0	6
											9.33333333333	Lot/Land For Sale	179500			L40 B6 Manorwood Pointe Cir, Anchorage, AK99516					22651.2	Jack White Real Estate	http://www.zillow.com/homedetails/L40-B6-Manorwood-Pointe-Cir-Anchorage-AK-99516/2105894889_zpid/		0	6
											8.33333333333	Lot/Land For Sale	62000			17179 Smith E, Palmer, AK99645					101494.8	Valley Market Real Estate	http://www.zillow.com/homedetails/17179-Smith-E-Palmer-AK-99645/2105894905_zpid/		0	3
											9.66666666667	Lot/Land For Sale	149500			L39 B6 Manorwood Pointe Cir, Anchorage, AK99516					20473.2	Jack White Real Estate	http://www.zillow.com/homedetails/L39-B6-Manorwood-Pointe-Cir-Anchorage-AK-99516/2105894906_zpid/		0	0
											9.33333333333	Lot/Land For Sale	149500			L16 B6 Prominence Pointe Dr, Anchorage, AK99516					21344.4	Jack White Real Estate	http://www.zillow.com/homedetails/L16-B6-Prominence-Pointe-Dr-Anchorage-AK-99516/2105894901_zpid/		0	6
											9.33333333333	Lot/Land For Sale	129500			L6 B7 Prominence Pointe Dr, Anchorage, AK99516					30492.0	Jack White Real Estate	http://www.zillow.com/homedetails/L6-B7-Prominence-Pointe-Dr-Anchorage-AK-99516/2105894880_zpid/		0	6
											9.0	Lot/Land For Sale	58000			1300 Vista Ave, Seward, AK99664					10,018	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/1300-Vista-Ave-Seward-AK-99664/2105897600_zpid/		0	33
				1							7.66666666667	House For Sale	275000	286000.0		5440 W Birch Harbor Dr, Wasilla, AK99623	4	3	3704	1975	40510.8	Real Estate Brokers of Alaska	http://www.zillow.com/homedetails/5440-W-Birch-Harbor-Dr-Wasilla-AK-99623/74524750_zpid/		0	3
											6.66666666667	Lot/Land For Sale	9900			8235 Bluebird Dr W, Wasilla, AK99623					27007.2	Valley Market Real Estate	http://www.zillow.com/homedetails/8235-Bluebird-Dr-W-Wasilla-AK-99623/2105910460_zpid/		0	2
											3.0	Lot/Land For Sale	85000			69 Kenasnow Subdivision LOT 69, Angoon, AK99820					32670.0		http://www.zillow.com/homedetails/69-Kenasnow-Subdivision-LOT-69-Angoon-AK-99820/2105922645_zpid/		0	0
											8.66666666667	Lot/Land For Sale	35000			L5 Rory's Rd, Petersburg, AK99833					48787.2	Petersburg Properties, LLC	http://www.zillow.com/homedetails/L5-Rory's-Rd-Petersburg-AK-99833/2105925994_zpid/		0	0
											8.33333333333	House For Sale	220000	212000.0		5205 N Nodding Avenue Lazy Mt, Palmer, AK99645	2	1	1600	2009			http://www.zillow.com/homedetails/5205-N-Nodding-Avenue-Lazy-Mt-Palmer-AK-99645/2105935381_zpid/		0	0
											9.33333333333	Lot/Land For Sale	65000			8557 S Crowe Cir, Wasilla, AK99654					435600.0	Valley Market Real Estate	http://www.zillow.com/homedetails/8557-S-Crowe-Cir-Wasilla-AK-99654/2105935465_zpid/		0	25
											8.66666666667	House For Sale	195000			211 & 213 S. Nordic Dr, Petersburg, AK99833	3	2	1100	1961	13068.0	Petersburg Properties, LLC	http://www.zillow.com/homedetails/211-&-213-S-Nordic-Dr-Petersburg-AK-99833/2105936705_zpid/		0	52
	1	1	1		1			0	2		6.33333333333	Condo For Sale	399900	390000.0		1535 N St APT C, Anchorage, AK99501	3		2003	1984			http://www.zillow.com/homedetails/1535-N-St-APT-C-Anchorage-AK-99501/2125605780_zpid/	1	0	55
			1		1	5		0	1		8.33333333333	House For Sale	347000	313000.0		4941 Hummingbird Ln, Juneau, AK99801	2	1	1112	1982	18730.8	Alaska Unlimited Realty	http://www.zillow.com/homedetails/4941-Hummingbird-Ln-Juneau-AK-99801/74506679_zpid/		0	0
				1		7		0	0		8.0	House For Sale	279900	266000.0		1941 Olympic Dr, Anchorage, AK99515	4	2	1536	1973	7,840	Dwell Realty	http://www.zillow.com/homedetails/1941-Olympic-Dr-Anchorage-AK-99515/36388_zpid/		0	17
								0	1		8.33333333333	Apartment For Sale	725000	674000.0		13005 N Glenn Hwy, Sutton, AK99674	5	6	4750	2002	788436.0		http://www.zillow.com/homedetails/13005-N-Glenn-Hwy-Sutton-AK-99674/2108955216_zpid/		0	0
1			1			6		0	9		5.0	Condo For Sale	215900	200000.0		2386 Brookshire Loop # 67, Anchorage, AK99504	3	2	1357	2003	2,178		http://www.zillow.com/homedetails/2386-Brookshire-Loop-67-Anchorage-AK-99504/63254061_zpid/		0	42
											9.0	Lot/Land For Sale	1150000			TR B1 Patson Properties, Soldotna, AK99669					200811.6	Five Star Realty, LLC	http://www.zillow.com/homedetails/TR-B1-Patson-Properties-Soldotna-AK-99669/2105973878_zpid/		0	0
											8.33333333333	Lot/Land For Sale	60000			L12 B1 Brooklyn Ave, Kenai, AK99611					20037.6	Five Star Realty, LLC	http://www.zillow.com/homedetails/L12-B1-Brooklyn-Ave-Kenai-AK-99611/2105973863_zpid/		0	0
											7.66666666667	House For Sale	320000	298000.0		6152 Slipstream S, Wasilla, AK99654	4	3	2200	2014	43560.0	Valley Market Real Estate	http://www.zillow.com/homedetails/6152-Slipstream-S-Wasilla-AK-99654/2105973859_zpid/		0	0
	1	1	1					0	1	1	7.66666666667	House For Sale	275000	322000.0		4515 S Navigators Cir, Wasilla, AK99623	3		3556	1978	40075.2	North Star Realty Mat-Su Group, LLC	http://www.zillow.com/homedetails/4515-S-Navigators-Cir-Wasilla-AK-99623/74524733_zpid/		0	4
											8.33333333333	Lot/Land For Sale	65000			29354 Cohoe Loop Rd N, Kasilof, AK99610					50529.6	Five Star Realty, LLC	http://www.zillow.com/homedetails/29354-Cohoe-Loop-Rd-N-Kasilof-AK-99610/2105995432_zpid/		0	9
											8.33333333333	Lot/Land For Sale	150000			47686 Grant Ave, Kenai, AK99611					49222.8	Five Star Realty, LLC	http://www.zillow.com/homedetails/47686-Grant-Ave-Kenai-AK-99611/2105995420_zpid/		0	1
											8.33333333333	Lot/Land For Sale	71000			23973 Swan Dr, Kasilof, AK99610					238708.8	Five Star Realty, LLC	http://www.zillow.com/homedetails/23973-Swan-Dr-Kasilof-AK-99610/2105995398_zpid/		0	0
			1	1		8		0	0		7.0	House For Sale	585000	532000.0		10656 Starlite Ct, Juneau, AK99801	3		3078	1995	17424.0		http://www.zillow.com/homedetails/10656-Starlite-Ct-Juneau-AK-99801/74512050_zpid/		0	0
			1	1		8		0	0		5.0	House For Sale	360000	314000.0		1511 2nd St, Douglas, AK99824	4	3	1226	1966	6,300		http://www.zillow.com/homedetails/1511-2nd-St-Douglas-AK-99824/74505715_zpid/		0	37
	1	1	1	1	1	9		0	3		8.66666666667	For Sale by Owner	379900	350000.0		20756 Mountain Vista Dr, Eagle River, AK99577	3	3	2037	2010	5,243		http://www.zillow.com/homedetails/20756-Mountain-Vista-Dr-Eagle-River-AK-99577/112373295_zpid/	1	0	0
											9.0	House For Sale	575000	632000.0		33900 Fishermans Rd, Soldotna, AK99669	4		2640	1994	101059.2		http://www.zillow.com/homedetails/33900-Fishermans-Rd-Soldotna-AK-99669/2106044404_zpid/		0	0
												House For Sale	329000	314000.0		34490 E Quartz Creek Rd, Cooper Landing, AK99572	2		1382	1996	42688.8		http://www.zillow.com/homedetails/34490-E-Quartz-Creek-Rd-Cooper-Landing-AK-99572/2106044405_zpid/		0	0
1		1	1		1	6		0	1		6.0	Apartment For Sale	1490000	328000.0		4011 Turnagain Blvd E, Anchorage, AK99517	21	21	13244	1978	24393.6		http://www.zillow.com/homedetails/4011-Turnagain-Blvd-E-Anchorage-AK-99517/26445_zpid/		0	45
	1			1		5		0	0	1	4.0	Condo For Sale	104900	104000.0		6110 E 12th Ave # B-04, Anchorage, AK99504	2	1		1977			http://www.zillow.com/homedetails/6110-E-12th-Ave-B-04-Anchorage-AK-99504/12977_zpid/		0	54
		1	1	1	1	5		0	1		7.33333333333	House For Sale	244500	210000.0		800 F St, Juneau, AK99801	2	2	1250	1982			http://www.zillow.com/homedetails/800-F-St-Juneau-AK-99801/74505394_zpid/		0	76
1			1			1		0	5		7.33333333333	Apartment For Sale	435000	387000.0		749 W 18th Ave, Anchorage, AK99503	4	3	2544	1966	10,454	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/749-W-18th-Ave-Anchorage-AK-99503/4079_zpid/		0	53
1			1	1		5		0	9		5.0	Condo For Sale	215000	213000.0		8017 Hillshire Ct # 13, Anchorage, AK99504	3	2	1357	2003	2,178		http://www.zillow.com/homedetails/8017-Hillshire-Ct-13-Anchorage-AK-99504/63254010_zpid/		0	41
											7.66666666667	House For Sale	124000	114000.0		19453 Squirrel St, Kasilof, AK99610	2	1		2008	40510.8	Alaska 1st Realty, Inc.	http://www.zillow.com/homedetails/19453-Squirrel-St-Kasilof-AK-99610/2106124370_zpid/		0	2
												Lot/Land For Sale	27500			53700 Foley Dr, Kenai, AK99611					85813.2	Alaska 1st Realty, Inc.	http://www.zillow.com/homedetails/53700-Foley-Dr-Kenai-AK-99611/2106124369_zpid/		0	5
											8.0	Lot/Land For Sale	80000			29192 Dunroamin Ave, Sterling, AK99672					52707.6	Five Star Realty, LLC	http://www.zillow.com/homedetails/29192-Dunroamin-Ave-Sterling-AK-99672/2106137409_zpid/		0	0
											7.66666666667	House For Sale	169500	139000.0		19115 Toklat Rd, Kasilof, AK99610	1	1	1090	2006	113256.0	Five Star Realty, LLC	http://www.zillow.com/homedetails/19115-Toklat-Rd-Kasilof-AK-99610/2106146603_zpid/		0	0
											6.66666666667	Lot/Land For Sale	49000			6013 Echo Lake Rd S, Big Lake, AK99652					174240.0	Valley Market Real Estate	http://www.zillow.com/homedetails/6013-Echo-Lake-Rd-S-Big-Lake-AK-99652/2106146600_zpid/		0	0
											7.66666666667	House For Sale	125000	130000.0		19470 Granite Creek Rnch, Sutton, AK99674	3	2	1243	1960	433857.6	Valley Market Real Estate	http://www.zillow.com/homedetails/19470-Granite-Creek-Rnch-Sutton-AK-99674/2106146607_zpid/		0	0
												Lot/Land For Sale	20000			L19 B2 # ROAD, Copper Center, AK99573					44866.8	Jack White Real Estate	http://www.zillow.com/homedetails/L19-B2-ROAD-Copper-Center-AK-99573/2106154485_zpid/		0	0
											9.33333333333	Lot/Land For Sale	143500			L8 B2 Southpointe Ridge Dr, Anchorage, AK99516					54885.6	Jack White Real Estate	http://www.zillow.com/homedetails/L8-B2-Southpointe-Ridge-Dr-Anchorage-AK-99516/2106162655_zpid/		0	0
											9.33333333333	Lot/Land For Sale	189500			L7 B2 Southpointe Ridge Dr, Anchorage, AK99516					54450.0	Jack White Real Estate	http://www.zillow.com/homedetails/L7-B2-Southpointe-Ridge-Dr-Anchorage-AK-99516/2106162651_zpid/		0	0
								0	0		9.0	House For Sale	280000	249000.0		1105 Second Ave, SEWARD, AK99664	4	2	2008	1977	6,098	Integrity Realty	http://www.zillow.com/homedetails/1105-Second-Ave-Seward-AK-99664/90672781_zpid/		0	35
											9.33333333333	Lot/Land For Sale	149500			L9 B2 Southpointe Ridge Dr, Anchorage, AK99516					132858.0	Jack White Real Estate	http://www.zillow.com/homedetails/L9-B2-Southpointe-Ridge-Dr-Anchorage-AK-99516/2106162647_zpid/		0	0
											8.33333333333	Lot/Land For Sale	29000			32647 Stacey Ln, Anchor Point, AK99556					448668.0	Bay Realty	http://www.zillow.com/homedetails/32647-Stacey-Ln-Anchor-Point-AK-99556/2106162650_zpid/		0	0
											9.33333333333	Lot/Land For Sale	185500			L6 B2 Southpointe Ridge Dr, Anchorage, AK99516					54450.0	Jack White Real Estate	http://www.zillow.com/homedetails/L6-B2-Southpointe-Ridge-Dr-Anchorage-AK-99516/2106162656_zpid/		0	0
											9.33333333333	Lot/Land For Sale	159500			L5 B3 Southpointe Ridge Dr, Anchorage, AK99516					54885.6	Jack White Real Estate	http://www.zillow.com/homedetails/L5-B3-Southpointe-Ridge-Dr-Anchorage-AK-99516/2106162635_zpid/		0	0
											8.66666666667	House For Sale	199000	321000.0		45730 Davison Ave, Kenai, AK99611	3	2		2006	9,147	Five Star Realty, LLC	http://www.zillow.com/homedetails/45730-Davison-Ave-Kenai-AK-99611/2106181266_zpid/		0	6
1			1	1		5		0			5.0	House For Sale	163500	153000.0		340 Dannilyn Cir, Anchorage, AK99504	2	1		1982	3,920	Real Estate Brokers of Alaska	http://www.zillow.com/homedetails/340-Dannilyn-Cir-Anchorage-AK-99504/11555_zpid/		0	58
											6.33333333333	Apartment For Sale	749900	618000.0		7931 Old Seward Hwy, Anchorage, AK99518	15		6400	1972	33976.8		http://www.zillow.com/homedetails/7931-Old-Seward-Hwy-Anchorage-AK-99518/2106187240_zpid/		0	57
												Auction	from $5K			1210 Qugyuk St, Bethel, AK99559	3	1	1040	1980	7,840	Auction.com	http://www.zillow.com/homedetails/1210-Qugyuk-St-Bethel-AK-99559/2106191980_zpid/		0	8
												House For Sale	275000			Legal Address Only, Tenakee Springs, AK99841					117612.0		http://www.zillow.com/homedetails/Legal-Address-Only-Tenakee-Springs-AK-99841/2106210617_zpid/		0	15
												House For Sale	224000	206000.0		6331 S Calista Dr, Wasilla, AK99623	3	3	1576	2003	20037.6	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/6331-S-Calista-Dr-Wasilla-AK-99623/2106214695_zpid/		0	4
												Lot/Land For Sale	15700			TR G # ROAD, Trapper Creek, AK99683					228254.4	Valley Market Real Estate	http://www.zillow.com/homedetails/TR-G-ROAD-Trapper-Creek-AK-99683/2106247413_zpid/		0	0
											8.66666666667	House For Sale	79900			Parcel E Government LOT 5, Petersburg, AK99833	1	1		1990	13068.0	Petersburg Properties, LLC	http://www.zillow.com/homedetails/Parcel-E-Government-LOT-5-Petersburg-AK-99833/2106247420_zpid/		0	0
											8.66666666667	Lot/Land For Sale	9950			L19 B1 Wrangell Narrows, Petersburg, AK99833					119790.0	Petersburg Properties, LLC	http://www.zillow.com/homedetails/L19-B1-Wrangell-Narrows-Petersburg-AK-99833/2106247421_zpid/		0	0
											7.33333333333	Condo For Sale	77900	78000.0		193 Palace Cir, Fairbanks, AK99701	2	1		1986		RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/193-Palace-Cir-Fairbanks-AK-99701/103867152_zpid/		0	46
1	1	1	1	1		9		0	1		7.0	House For Sale	279000	248000.0		2160 Tops St, North Pole, AK99705	3		1800	2004	43124.4	Sommers & Associates	http://www.zillow.com/homedetails/2160-Tops-St-North-Pole-AK-99705/74495125_zpid/		0	2
